name,model,id,description,clip_score
EEG - Electroencephalography,DALLE-3,2,"A girl is undergoing an EEG. On the right side of the image, you can see how the nerve cells of the brain produce electrical currents.",0.28173828125
EEG - Electroencephalography,DALLE-3,3,"A girl is undergoing an EEG. On the right side of the image, you can see how the nerve cells of the brain produce electrical currents.",0.293701171875
Colonoscopy,DALLE-3,0,"A woman lies sideways on an examination couch in a doctor's office. Her eyes are closed. Her intestines are drawn. Behind her, a man in a white coat looks at a monitor and examines the internal view of the intestine.",0.17138671875
Colonoscopy,DALLE-3,1,"A woman lies sideways on an examination couch in a doctor's office. Her eyes are closed. Her intestines are drawn. Behind her, a man in a white coat looks at a monitor and examines the internal view of the intestine.",0.17138671875
Colonoscopy,DALLE-3,2,"A woman lies sideways on an examination couch in a doctor's office. Her eyes are closed. Her intestines are drawn. Behind her, a man in a white coat looks at a monitor and examines the internal view of the intestine.",0.17138671875
Colonoscopy,DALLE-3,3,"A woman lies sideways on an examination couch in a doctor's office. Her eyes are closed. Her intestines are drawn. Behind her, a man in a white coat looks at a monitor and examines the internal view of the intestine.",0.17138671875
Group Leader,DALLE-3,0,"7 people, including women and men, sit in a circle of chairs. A woman with a confident posture speaks to the rest of the group.",0.26025390625
Group Leader,DALLE-3,1,"7 people, including women and men, sit in a circle of chairs. A woman with a confident posture speaks to the rest of the group.",0.283203125
Group Leader,DALLE-3,2,"7 people, including women and men, sit in a circle of chairs. A woman with a confident posture speaks to the rest of the group.",0.260498046875
Group Leader,DALLE-3,3,"7 people, including women and men, sit in a circle of chairs. A woman with a confident posture speaks to the rest of the group.",0.25830078125
Assistance for People with Visual Impairments,DALLE-3,0,A young man accompanies a lady with visual impairment.,0.30029296875
Assistance for People with Visual Impairments,DALLE-3,1,A young man accompanies a lady with visual impairment.,0.298583984375
Assistance for People with Visual Impairments,DALLE-3,2,A young man accompanies a lady with visual impairment.,0.2939453125
Assistance for People with Visual Impairments,DALLE-3,3,A young man accompanies a lady with visual impairment.,0.248779296875
Child with Minor Heart Defect,DALLE-3,0,Illustration of a little boy riding a tricycle. His heart is depicted.,0.359375
Child with Minor Heart Defect,DALLE-3,1,Illustration of a little boy riding a tricycle. His heart is depicted.,0.359130859375
Child with Minor Heart Defect,DALLE-3,2,Illustration of a little boy riding a tricycle. His heart is depicted.,0.342041015625
Child with Minor Heart Defect,DALLE-3,3,Illustration of a little boy riding a tricycle. His heart is depicted.,0.33984375
Adult with Heart Defect,DALLE-3,0,A man looks down at his chest. His heart is depicted.,0.24560546875
Adult with Heart Defect,DALLE-3,1,A man looks down at his chest. His heart is depicted.,0.2646484375
Adult with Heart Defect,DALLE-3,2,A man looks down at his chest. His heart is depicted.,0.2403564453125
Adult with Heart Defect,DALLE-3,3,A man looks down at his chest. His heart is depicted.,0.255126953125
Care Assistant,DALLE-3,0,Depicted are two young men. One man shaves the other man in a wheelchair.,0.305908203125
Care Assistant,DALLE-3,1,Depicted are two young men. One man shaves the other man in a wheelchair.,0.326904296875
Care Assistant,DALLE-3,2,Depicted are two young men. One man shaves the other man in a wheelchair.,0.330078125
Care Assistant,DALLE-3,3,Depicted are two young men. One man shaves the other man in a wheelchair.,0.3564453125
Shuttle Service,DALLE-3,0,"The picture shows a white minivan with a blue and white symbol of a wheelchair user, into which a lady is just getting in. The driver is helping her. In front of the van, there are four other persons with various disabilities.",0.314208984375
Shuttle Service,DALLE-3,1,"The picture shows a white minivan with a blue and white symbol of a wheelchair user, into which a lady is just getting in. The driver is helping her. In front of the van, there are four other persons with various disabilities.",0.317626953125
Shuttle Service,DALLE-3,2,"The picture shows a white minivan with a blue and white symbol of a wheelchair user, into which a lady is just getting in. The driver is helping her. In front of the van, there are four other persons with various disabilities.",0.356201171875
Shuttle Service,DALLE-3,3,"The picture shows a white minivan with a blue and white symbol of a wheelchair user, into which a lady is just getting in. The driver is helping her. In front of the van, there are four other persons with various disabilities.",0.31640625
Brainstorming,DALLE-3,0,A group of people with and without disabilities is sitting together at a round table. Above their heads are 'question marks' and 'light bulbs'. They are looking for ideas and solutions together.,0.322021484375
Brainstorming,DALLE-3,1,A group of people with and without disabilities is sitting together at a round table. Above their heads are 'question marks' and 'light bulbs'. They are looking for ideas and solutions together.,0.32763671875
Brainstorming,DALLE-3,2,A group of people with and without disabilities is sitting together at a round table. Above their heads are 'question marks' and 'light bulbs'. They are looking for ideas and solutions together.,0.325439453125
Brainstorming,DALLE-3,3,A group of people with and without disabilities is sitting together at a round table. Above their heads are 'question marks' and 'light bulbs'. They are looking for ideas and solutions together.,0.346435546875
Yoga,DALLE-3,0,"Three people are shown on mats, and one person is in a wheelchair. Their hands are raised upward. They stretch the backsides by holding one hand with the other and pulling slightly.",0.322021484375
Yoga,DALLE-3,1,"Three people are shown on mats, and one person is in a wheelchair. Their hands are raised upward. They stretch the backsides by holding one hand with the other and pulling slightly.",0.337890625
Yoga,DALLE-3,2,"Three people are shown on mats, and one person is in a wheelchair. Their hands are raised upward. They stretch the backsides by holding one hand with the other and pulling slightly.",0.33740234375
Yoga,DALLE-3,3,"Three people are shown on mats, and one person is in a wheelchair. Their hands are raised upward. They stretch the backsides by holding one hand with the other and pulling slightly.",0.3349609375
Demonstration,DALLE-3,0,"A group of people with and without disabilities, including those with invisible disabilities, stands in front of the Bundestag in Berlin. The participants are holding signs and have emotional expressions. They are protesting against something.",0.3037109375
Demonstration,DALLE-3,1,"A group of people with and without disabilities, including those with invisible disabilities, stands in front of the Bundestag in Berlin. The participants are holding signs and have emotional expressions. They are protesting against something.",0.251708984375
Demonstration,DALLE-3,2,"A group of people with and without disabilities, including those with invisible disabilities, stands in front of the Bundestag in Berlin. The participants are holding signs and have emotional expressions. They are protesting against something.",0.31689453125
Demonstration,DALLE-3,3,"A group of people with and without disabilities, including those with invisible disabilities, stands in front of the Bundestag in Berlin. The participants are holding signs and have emotional expressions. They are protesting against something.",0.2430419921875
Cafeteria,DALLE-3,0,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.302734375
Cafeteria,DALLE-3,1,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.322265625
Cafeteria,DALLE-3,2,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.338134765625
Cafeteria,DALLE-3,3,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.322509765625
Balance Disorder,DALLE-3,0,"A woman with a striped T-shirt holds onto a wall with one hand. She appears stressed and uncertain. With the other hand, she also searches for support.",0.2403564453125
Trouble Smelling,DALLE-3,0,A lady smells a cut lemon and doesn't recognize the smell.,0.295654296875
Trouble Smelling,DALLE-3,1,A lady smells a cut lemon and doesn't recognize the smell.,0.33544921875
Trouble Smelling,DALLE-3,2,A lady smells a cut lemon and doesn't recognize the smell.,0.325927734375
Trouble Smelling,DALLE-3,3,A lady smells a cut lemon and doesn't recognize the smell.,0.303955078125
Lung Overload,DALLE-3,0,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.290771484375
Lung Overload,DALLE-3,1,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.295166015625
Lung Overload,DALLE-3,2,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.304931640625
Lung Overload,DALLE-3,3,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.301513671875
Foot Amputation,DALLE-3,0,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.1693115234375
Foot Amputation,DALLE-3,1,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.1693115234375
Foot Amputation,DALLE-3,2,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.1693115234375
Foot Amputation,DALLE-3,3,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.1693115234375
Seeing Blurred,DALLE-3,0,A young woman looks into a mirror. Her reflection is blurry.,0.26025390625
Seeing Blurred,DALLE-3,1,A young woman looks into a mirror. Her reflection is blurry.,0.25341796875
Seeing Blurred,DALLE-3,2,A young woman looks into a mirror. Her reflection is blurry.,0.266845703125
Arrangement of Nursing Services,DALLE-3,0,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,DALLE-3,1,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,DALLE-3,2,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,DALLE-3,3,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Breathing Techniques,DALLE-3,0,A blonde woman sits cross-legged. She holds one hand on her stomach and breathes heavily.,0.2247314453125
Psychotherapy (Descriptive Speech Bubble),DALLE-3,0,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.2100830078125
Psychotherapy (Descriptive Speech Bubble),DALLE-3,1,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.1761474609375
Psychotherapy (Descriptive Speech Bubble),DALLE-3,2,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.2257080078125
Psychotherapy (Descriptive Speech Bubble),DALLE-3,3,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.200439453125
Center for Rare Diseases,DALLE-3,0,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.252685546875
Center for Rare Diseases,DALLE-3,1,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.259765625
Center for Rare Diseases,DALLE-3,2,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.2225341796875
Center for Rare Diseases,DALLE-3,3,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.2286376953125
Speech Therapy,DALLE-3,0,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.294921875
Speech Therapy,DALLE-3,1,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.26904296875
Speech Therapy,DALLE-3,2,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.283447265625
Speech Therapy,DALLE-3,3,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.307373046875
Resistance to Changes,DALLE-3,0,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.31982421875
Resistance to Changes,DALLE-3,1,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.334228515625
Resistance to Changes,DALLE-3,2,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.314453125
Resistance to Changes,DALLE-3,3,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.319091796875
Refusal of Eye Contact,DALLE-3,0,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.2274169921875
Refusal of Eye Contact,DALLE-3,1,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.2281494140625
Refusal of Eye Contact,DALLE-3,2,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.23681640625
Refusal of Eye Contact,DALLE-3,3,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.2442626953125
Refusal of Physical Contact,DALLE-3,0,A woman tries to hug a girl. The girl looks away and resists.,0.26708984375
Refusal of Physical Contact,DALLE-3,1,A woman tries to hug a girl. The girl looks away and resists.,0.275634765625
Child Does Not Play with Others,DALLE-3,0,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.27490234375
Child Does Not Play with Others,DALLE-3,1,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.2744140625
Fixation on Specific Topics,DALLE-3,0,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.35595703125
Fixation on Specific Topics,DALLE-3,1,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.34423828125
Fixation on Specific Topics,DALLE-3,2,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.3251953125
Fixation on Specific Topics,DALLE-3,3,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.31201171875
Healthy Diet,DALLE-3,0,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.27001953125
Healthy Diet,DALLE-3,1,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.265625
Healthy Diet,DALLE-3,2,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.28759765625
Healthy Diet,DALLE-3,3,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.275390625
Inclusion,DALLE-3,0,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.26318359375
Inclusion,DALLE-3,1,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.272705078125
Inclusion,DALLE-3,2,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.2646484375
Inclusion,DALLE-3,3,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.29150390625
Minerals,DALLE-3,0,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.253173828125
Minerals,DALLE-3,1,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.315673828125
Minerals,DALLE-3,2,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.309814453125
Minerals,DALLE-3,3,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.2349853515625
Vitamins,DALLE-3,0,Depicted is a bowl containing various fruits.,0.291015625
Vitamins,DALLE-3,1,Depicted is a bowl containing various fruits.,0.279296875
Vitamins,DALLE-3,2,Depicted is a bowl containing various fruits.,0.2998046875
Vitamins,DALLE-3,3,Depicted is a bowl containing various fruits.,0.2418212890625
Causes of Origin are Unknown,DALLE-3,0,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.381591796875
Causes of Origin are Unknown,DALLE-3,1,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.37890625
Causes of Origin are Unknown,DALLE-3,2,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.358642578125
Causes of Origin are Unknown,DALLE-3,3,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.3310546875
Consultation Center,DALLE-3,0,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.27587890625
Consultation Center,DALLE-3,1,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.3134765625
Consultation Center,DALLE-3,2,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.313720703125
Consultation Center,DALLE-3,3,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.313720703125
Study on Research Findings,DALLE-3,0,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.259521484375
Study on Research Findings,DALLE-3,1,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.251708984375
Study on Research Findings,DALLE-3,2,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.281982421875
Study on Research Findings,DALLE-3,3,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.265869140625
